gameId;gameName;url;releaseDate;createdDate;gameTypes;platforms;regions;genres;engines;developers;publishers;runsRequireVerification;runsRequireVideo;runTimingOptions;runDefaultTimingOption;runsEmulatorsAllowed;isRomhack;
3dxknkp1;Canyon Bomber;canyon_bomber;01/01/1977;2023-03-20T18:27:12Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
3698n7ld;Triple Hunt;triple_hunt;01/01/1977;2023-03-25T15:36:00Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
76r4lye1;Super Speed Race;Super_Speed_Race;02/01/1977;2024-03-09T17:10:23Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
m1meno4d;Guided Missile;Guided_Missile;02/01/1977;2023-09-05T18:52:31Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
3dxy72g6;Destroyer;Destroyer;02/01/1977;2024-09-18T16:38:01Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
m1me0zxd;Desert Gun;Desert_Gun;02/06/1977;2024-08-19T22:06:34Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
26895x91;Laguna Racer;Laguna_Racer;02/09/1977;2024-03-04T16:29:45Z;;vm9vn63k;pr184lqn;;;;;true;true;realtime;realtime;true;false;
m1mn2oxd;Surround;surround;11/09/1977;2022-04-14T19:09:55Z;;7g6m8erk,n5e17e27,5negk9y7,n568oevp,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,5neg7key,7m6ylw9p,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
76r32me6;Indy 500 (Atari);indy_500_atari;11/09/1977;2022-05-29T15:10:35Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
m1zr8xd0;Air-Sea Battle;airsea_battle;11/09/1977;2017-07-31T00:20:57Z;;o0644863;pr184lqn,e6lxy1dz,o316x197;oq27xz5l;;mznx2ler;q6dwzwnz;true;true;realtime;realtime;true;false;
4d7gyld7;Basic Math (a.k.a. Fun with Numbers);bm;11/09/1977;2017-07-31T00:22:11Z;;o0644863;pr184lqn;mr2rk65z;;mznx2ler;q6dwzwnz;true;false;realtime;realtime;true;false;
y65po0de;Sky Diver;skydiver;01/01/1978;2017-06-30T17:52:31Z;;o0644863;;vx5ey1n4;;;m0rvlnxo;true;true;realtime;realtime;true;false;
pdv282r6;Home Run;homerun;01/01/1978;2022-05-10T14:10:20Z;;7g6m8erk,n5e17e27,5negk9y7,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,mx6ppw63,5neg7key,7m6ylw9p,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
j1ll7371;Maze Craze;maze_craze;01/01/1978;2018-05-10T09:25:27Z;;o0644863,jm9577eo;pr184lqn;;;;;true;true;realtime;realtime;true;false;
pd0qo501;3-D Tic-Tac-Toe;3dttt;01/01/1978;2023-06-07T01:20:37Z;;7g6m8erk,n5e17e27,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,n5e1m7e2,mx6ppw63,5neg7key,gde33gek,7m6ylw9p,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
v1pxpq46;Bowling;bowling;01/01/1978;2021-08-31T15:51:41Z;;gde31w9k;;;;;;true;true;realtime;realtime;true;false;
26899771;Fire Truck;Fire_Truck;02/01/1978;2023-10-20T23:25:29Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
y655qz86;Hangman;hangman;03/01/1978;2022-01-14T17:48:53Z;;o0644863;pr184lqn;;;;;true;true;realtime;realtime;true;false;
pdv2nl96;A Game Of Concentration;a_game_of_concentration;03/01/1978;2022-01-31T18:22:24Z;;o0644863;pr184lqn;;;;;true;true;realtime;realtime;true;false;
76r4wzl1;Avalanche (Arcade);Avalanche_Arcade;11/01/1978;2023-07-23T16:20:46Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
pdv2xv96;Outlaw;outlaw;08/02/1978;2023-05-06T14:54:20Z;;7g6m8erk,n5e17e27,5negk9y7,n568oevp,o0644863,jm95zz9o,nzelkr6q,o7e2mx6w,8gej2n93,n5e1m7e2,mx6ppw63,5neg7key,gde33gek,7m6ylw9p,jm9577eo,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
pdv97z91;Blue Shark;Blue_Shark;02/03/1978;2024-09-17T14:25:52Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
k6qpnnmd;The Invaders;The_Invaders;02/03/1978;2024-12-30T02:51:54Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
j1n8nwe1;Space invaders (arcade);space_invaders_arcade;01/04/1978;2022-10-09T00:58:22Z;;lq60l642,vm9vn63k,n5e17e27,5negk9y7,jm95zz9o,7m6ylw9p,kz9wdmep,wxeogz9r;;;;;;true;true;realtime;realtime;true;false;
j1lqgxz6;Sea Wolf II;sea_wolf_ii;11/04/1978;2023-04-13T01:10:52Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
9dox9wed;Sky Diver (Arcade);Sky_Diver_Arcade;02/06/1978;2024-12-06T01:02:02Z;;vm9vn63k;pr184lqn;;;;;true;true;realtime;realtime;true;false;
k6qpwmmd;Slot Racers;Slot_Racers;15/06/1978;2023-08-28T15:54:22Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
46wr23l1;Flag Capture;Flag_Capture;11/07/1978;2023-08-31T00:04:43Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
pdv9m7k1;Frogs;Frogs;02/10/1978;2024-11-16T18:14:33Z;;vm9vn63k;pr184lqn;;;;;true;true;realtime;realtime;true;false;
y6552me6;Video Chess;videochess;01/01/1979;2022-03-06T20:33:31Z;;7g6m8erk,n5e17e27,n568oevp,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,mx6ppw63,5neg7key,7m6ylw9p,jm9577eo,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
76rxy7v6;Superman (Atari 2600);superman_atari;01/01/1979;2019-01-20T04:50:15Z;;o0644863,gde33gek;pr184lqn;;;;;true;true;realtime,ingame;ingame;true;false;
46w3vkq1;The Electric Company: Math Fun;the_electric_company_math_fun;01/01/1979;2019-07-12T16:01:43Z;;o0643893;pr184lqn;;;;;true;true;realtime,ingame;ingame;true;false;
nd2exr5d;Armor Battle;armor_battle;01/01/1979;2019-12-26T14:02:10Z;;4p9z06rn,7g6m8erk,n5e17e27,wxeod9rn,n568oevp,jm95zz9o,8gej2n93,mx6ppw63,o0643893,3167od9q;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
k6q4mr9d;Akalabeth: World of Doom;akalabeth;01/01/1979;2017-10-14T10:45:02Z;;8gej2n93,w89ryw6l;pr184lqn;9rnv49nq;;ner0dgej;lkrygerv;true;true;realtime;realtime;true;false;
o1yj3po1;Ratrun ;ratrun;01/01/1979;2021-07-21T23:04:35Z;;gz9qox60;;;;;;true;true;realtime;realtime;true;false;
pd0qnjw1;Rat-run;rat_run;01/01/1979;2021-07-24T19:57:34Z;;gz9qox60;;;;;;true;true;realtime;realtime;true;false;
m1mxo0j6;Miniature Golf;miniature_golf;01/01/1979;2018-09-27T08:07:32Z;;o0644863,n5e17e27,5negk9y7,jm95zz9o;pr184lqn,e6lxy1dz,o316x197;el28onrz;;;;true;true;realtime;realtime;true;false;
yd4vq5de;Adventure;advt;01/01/1979;2015-08-27T00:49:57Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
26895251;Sky Love;Sky_Love;02/01/1979;2024-03-10T15:07:40Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
369w8m8d;Phantom II;Phantom_II;02/01/1979;2023-09-15T16:10:33Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
76r4eev1;IPM Invader;IPM_Invader;02/01/1979;2024-12-30T16:49:19Z;;;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
o1y372o6;Starhawk;Starhawk;02/03/1979;2024-09-15T16:43:01Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
k6ql4z1g;Galaxian;galaxian;01/10/1979;2016-11-05T03:45:46Z;;vm9vn63k,o0644863,jm95zz9o;;;;;;true;true;realtime;realtime;true;false;
3dxklop1;Asteroids;asteroids;01/11/1979;2022-02-25T16:12:59Z;;vm9vn63k;;mr2rmnz0;;k625dw6x;m0rvlnxo;true;true;realtime;realtime;true;false;
y65r2271;Safari Rally;Safari_Rally;02/12/1979;2024-06-16T16:38:08Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
9d3roo0d;Bowling (Atari);bowling_atari;31/12/1979;2017-10-02T00:37:54Z;;o0644863;;pm21v424,4n6w1r29;;k625dw6x;m0rvlnxo;true;true;realtime;realtime;true;false;
k6qew96g;Dragster;dragster;01/01/1980;2017-06-26T01:07:50Z;;o0644863,gde33gek;;75mrp8n3;;nw631zx9;qkr2jne4;true;true;realtime;realtime;true;false;
9dox74od;Circus Atari;Circus_Atari;01/01/1980;2024-08-18T15:47:33Z;;o0644863;pr184lqn;;;;;true;true;realtime;realtime;true;false;
w6j75m76;Vortex (Arcade);vortex_arcade;01/01/1980;2023-01-07T19:24:16Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
y655gm36;Warlords (Atari);wl;01/01/1980;2022-07-05T16:20:25Z;;v06d394z,7g6m8erk,vm9vn63k,n5e17e27,wxeod9rn,5negk9y7,n568oevp,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,mx6ppw63,5neg7key,3167od9q,7m6ylw9p,jm9577eo,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
76r38kl6;Checkers (Atari2600);checkers_atari2600;01/01/1980;2023-05-18T18:12:48Z;;3167d6q2,n5e17e27,5negk9y7,o0644863,8gej2n93,mx6ppw63,gde33gek;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
y6559r46;Othello (Atari2600);othello_atari2600;01/01/1980;2023-06-06T18:22:01Z;;o0644863,gde33gek;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
j1lqwnv6;Fishing Derby;fishing_derby;01/01/1980;2023-06-06T18:32:06Z;;3167d6q2,n5e17e27,5negk9y7,o0644863,8gej2n93,mx6ppw63,gde33gek;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
ldej7zn1;Video Checkers;videocheckers;01/01/1980;2023-06-08T00:49:04Z;;o0644863,gde33gek;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
w6jllqxd;Golf (Atari 2600);golf_atari_2600;01/01/1980;2018-01-04T13:27:06Z;;o0644863,nzelkr6q,o7e2mx6w,7m6ylw9p;pr184lqn;el28onrz;;;;true;true;realtime;realtime;true;false;
j1nee0l1;Skiing;skiing;01/01/1980;2018-01-07T22:26:20Z;;o0644863;;pm21v424;;nw631zx9;qkr2jne4;true;true;realtime,ingame;ingame;true;false;
pd0wnp01;Dodge'Em / Dodger Cars;dodgeem;01/01/1980;2018-03-06T08:58:36Z;;o0644863;pr184lqn;94n4pn0w;;k625dw6x;m0rvlnxo;true;true;realtime;realtime;true;false;
9do8wk31;Mission: Asteroid;mission_asteroid;01/01/1980;2021-04-30T20:12:40Z;;n5e1m7e2,gz9qox60,w89ryw6l;;;;;;true;true;realtime;realtime;true;false;
9do8xee1;Steeplechase;steeplechase;01/01/1980;2021-07-26T01:56:01Z;;o0644863;pr184lqn,e6lxy1dz,o316x197;el28onrz;;;m0rvlnxo;true;true;realtime,ingame;ingame;true;false;
y65r5je1;Balloon Bomber;Balloon_Bombers;02/01/1980;2023-09-17T16:41:04Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
o6gnmzo1;Video Pinball (Atari);video_pinball_atari;09/01/1980;2023-03-19T17:25:18Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
o1y3ygo6;Navarone;Navarone;02/02/1980;2024-08-12T01:12:34Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
268wgoy6;Star Castle;star_castle;04/03/1980;2023-03-05T01:56:00Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
46wr2zl1;Space Invaders (Atari 2600);Space_Invaders_Atari_2600;10/03/1980;2023-08-28T16:01:02Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
m1zye506;Tomahawk 777;Tomahawk_777;02/04/1980;2024-06-11T19:52:39Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
yd4oxo51;Mystery House;mystery_house;05/05/1980;2021-01-19T23:14:14Z;;w89ryw6l;;;;;;true;true;realtime;realtime;true;false;
76rmo418;Pac-Man;pacman;22/05/1980;2016-09-27T00:08:16Z;;jm95z9ol,w89rwelk,4p9z06rn,nzelreqp,v06d394z,gde3g9k1,3167d6q2,7g6m8erk,vm9vn63k,n5e17e27,wxeod9rn,mx6pwe3g,5negk9y7,n568oevp,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,mr6km09z,v06dk3e4,lq60nl94,gde3xgek,7g6mx89r,wxeo8d6r,o7e25xew,mr6k409z,v06dr394,3167jd6q,gz9qox60,vm9vkn63,7m6yvw6p,n5e147e2,wxeo2d6r,n5683oev,o0643893,gde33gek,kz9wynep,7m6ylw9p,lq60vde4,4p9zjrer,nzelyv9q,o7e2xj9w,v06dvz64,gde3rwek,3167pk6q,kz9wlm6p,p36nyx98,7g6mym6r,wxeo3zer,v06dpz64,lq60mde4,gde3owek,vm9vw163,mr6k0gez,lq60qp94;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
kdkqyoqd;HeliFire;HeliFire;01/06/1980;2024-05-19T15:52:31Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
m1mnnlpd;Tranquillizer Gun ;tranquillizergun;01/06/1980;2021-06-16T17:45:36Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
o1yjzmr1;Game & Watch: Vermin;gandw_vermin;10/06/1980;2022-02-25T16:08:57Z;;;pr184lqn,e6lxy1dz,o316x197,mol4z19n,p2g50lnk,ypl25l47;yq5wgkng,m21ogz54;018kxe1p;xv6dvx62;m0rvylrx;false;true;realtime;realtime;true;false;
pd0qy7l1;Missile Command;missilecommand;01/07/1980;2022-04-13T14:25:45Z;;83exk6l5,v06d394z,lq60l642,3167d6q2,7g6m8erk,vm9vn63k,n5e17e27,wxeod9rn,5negk9y7,n568oevp,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,n5e1m7e2,mx6ppw63,5neg7key,jm95oz6o,lq60ol64,7m6ylw9p,n5e1g7e2,jm9577eo,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
m1mxjz36;Boxing;boxing_atari;01/07/1980;2019-01-20T04:26:36Z;;o0644863;;el28onrz,el286onr;;nw631zx9,3zyj01z4;qkr2jne4;true;true;realtime,ingame;ingame;true;false;
kdkqm3xd;Berzerk (Atari 2600);Berzerk_Atari_2600;30/07/1980;2023-08-28T16:08:14Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
y6547w8d;Wizard and the Princess;wizard_and_the_princess;01/08/1980;2021-01-11T17:23:27Z;;n5e1m7e2,gz9qox60,w89ryw6l;;;;;;true;true;realtime;realtime;true;false;
j1lqk876;Berzerk;berzerk;01/10/1980;2022-07-12T02:13:10Z;;jm95z9ol,mr6k0ezw,vm9vn63k,lq60ol64,7g6m1m6r;pr184lqn,o316x197;rnvz3p5q;;3zyqvde4,3zy4v1z4,ne4yqdem;gnok4p6o,l67o92rv;true;true;realtime;realtime;true;false;
9doxn73d;Indian Battle;Indian_Battle;02/10/1980;2024-06-18T15:17:37Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
j1l05z1g;Centipede;ctp;20/10/1980;2017-03-05T22:01:38Z;;mr6k0ezw,v06d394z,lq60l642,gde3g9k1,3167d6q2,7g6m8erk,vm9vn63k,n5e17e27,wxeod9rn,5negk9y7,n568oevp,o0644863,jm95zz9o,w89r3w9l,nzelkr6q,8gej2n93,gde3xgek,n5e1m7e2,wxeo8d6r,gz9qox60,n5683oev,o0643893,lq60ol64,gde33gek,7m6ylw9p;;y45xyv2d,vx5ey1n4,oq27xz5l;;k625dw6x;m0rvlnxo;true;true;realtime;realtime;true;false;
9d30yydl;Rally-X;rallyx;01/11/1980;2017-03-01T05:06:05Z;;3167d6q2,vm9vn63k,wxeod9rn,5negk9y7;;;;;;true;true;realtime;realtime;true;false;
4d7x97r1;BattleZone (Atari 2600);BattleZone_Atari_2600;01/11/1980;2023-08-27T17:42:47Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
yd4oy9w1;Battlezone;battlezone;01/11/1980;2019-07-05T15:51:53Z;;vm9vn63k,8gej2n93;pr184lqn;;;;;true;true;realtime;realtime;true;false;
j1lqynz6;Space Panic;space_panic;01/11/1980;2022-02-09T15:40:28Z;;vm9vn63k,wxeo8d6r,gz9qox60;;;;;;true;true;realtime;realtime;true;false;
o6gkyln1;Eyes;Eyes;12/11/1980;2024-07-09T02:19:29Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
46w20p76;Phoenix;phoenix;01/12/1980;2023-03-15T21:17:45Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
j1nq9l1p;Zork I: The Great Underground Empire;zork1;01/12/1980;2015-09-30T04:13:37Z;;8gej2n93,mr6km09z,n5e1m7e2,gz9qox60;;q4n6er29;vr3wox1x;4zwvwo6k;qkrxq4n9;true;true;realtime;realtime;true;false;
pd0qvz21;The End;the_end;18/12/1980;2022-11-04T15:41:45Z;;vm9vn63k;o316x197;mr2rmnz0;;jevdy5ek;kr2oyj6e;true;true;realtime;realtime;true;false;
pdv2n4r6;Game & watch library: Manhole;game_and_watch_library_manhole;29/12/1980;2022-02-04T14:31:50Z;v31r2mkw;gde3g9k1,3167d6q2,vm9vn63k,8gej2n93,lq60nl94,n5683oev;;l2kgez51,1n9xvdnm;;xv6dvx62;m0rvylrx;true;true;realtime;realtime;true;true;
pd0ql3v1;Polybius (1981);polybius_1981;01/01/1981;2022-02-20T20:17:01Z;d91jd1ex;;;;;;;true;true;realtime;realtime;true;true;
9d38xee1;Omega Race;omega_race;01/01/1981;2022-12-14T17:26:48Z;;vm9vn63k,o0644863,wxeo8d6r,gz9qox60,w89ryd6l;pr184lqn;;;;;true;true;realtime;realtime;true;false;
y655p236;Tennis (Atari2600);tennis_atari2600;01/01/1981;2023-05-04T18:53:19Z;;3167d6q2,n5e17e27,wxeod9rn,5negk9y7,o0644863,8gej2n93,mx6ppw63,gde33gek;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
lde38vj6;Cranston Manor;cranston_manor;01/01/1981;2021-01-12T18:22:48Z;;o064r893,7g6mw8er,w89ryw6l;;;;;;true;true;realtime;realtime;true;false;
nd28k8vd;Goofy Golf;goofy_golf;01/01/1981;2021-03-23T17:40:37Z;;;;;;;;true;true;realtime;realtime;true;false;
46w2jxq6;Alien Invasion;alien_invasion;01/01/1981;2021-08-31T15:52:21Z;;gde31w9k;;;;;;true;true;realtime;realtime;true;false;
pd0omwde;Donkey Kong (Atari);donkey_kong_atari;01/01/1981;2017-09-12T03:23:59Z;;o0644863;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
76r38ql6;Red Clash;red_clash;01/01/1981;2023-05-22T00:20:47Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
j1lq30z6;Armored Car;armored_car;01/01/1981;2023-05-22T00:20:56Z;;vm9vn63k;pr184lqn,e6lxy1dz,o316x197;;;;;true;true;realtime;realtime;true;false;
pdv243o6;Defend the Terra Attack on the Red UFO;defend_the_terra_attack_on_the_red_ufo;01/01/1981;2023-06-05T17:33:26Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
y65r4971;Pelé's Soccer (Championship Soccer);Pels_Soccer_Championship_Soccer;01/01/1981;2023-08-27T18:41:05Z;;o0644863;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
ldenzld3;Zork II: The Wizard of Frobozz;zork2;01/01/1981;2015-09-30T04:23:27Z;;8gej2n93,mr6km09z,n5e1m7e2,gde32g6k,gz9qox60;;q4n6er29;vr3wox1x;4zwvwo6k;qkrxq4n9;true;true;realtime;realtime;true;false;
m1mxxoj6;Space Hawk;spacehawk;01/01/1981;2017-12-04T10:05:57Z;;4p9z06rn,7g6m8erk,n5e17e27,wxeod9rn,n568oevp,jm95zz9o,8gej2n93,mx6ppw63,o0643893,3167od9q;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
lde3wen6;Astrosmash;astrosmash;01/01/1981;2018-03-15T08:34:58Z;;4p9z06rn,7g6m8erk,n5e17e27,wxeod9rn,n568oevp,jm95zz9o,8gej2n93,mx6ppw63,o0643893,3167od9q;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
w6jl9v2d;Labyrinth (ZX81);labyrinth_zx81;01/01/1981;2018-04-15T20:10:23Z;;;;o75mlkn3;j12krd1d;pe131vzo;gno83o6o;true;true;realtime;realtime;true;false;
m1zy58m6;Turbo;Turbo;02/01/1981;2024-03-26T14:59:55Z;;vm9vn63k;pr184lqn;;;;;true;true;realtime;realtime;true;false;
nd275yv1;R2D Tank;R2D_Tank;02/01/1981;2024-05-17T01:36:07Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
o1y3z426;Super Tank (Arcade);Super_Tank_Arcade;02/01/1981;2024-05-17T03:26:24Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
m1zkml01;Ice Hockey (Atari 2600);ice_hockey_atari_2600;06/01/1981;2022-01-19T22:09:33Z;;o0644863;pr184lqn;;;;;true;true;realtime;realtime;true;false;
kdkmr2q1;Racquetball;racquetball;06/01/1981;2022-01-21T16:37:44Z;;o0644863;pr184lqn;;;;;true;true;realtime;realtime;true;false;
pd0vml6e;Scramble;scramble;01/02/1981;2016-12-09T03:11:47Z;;3167d6q2,vm9vn63k,gz9qox60;;;;;;true;true;realtime;realtime;true;false;
kdkm74l1;800 Fathoms ;800_fathoms_;01/02/1981;2023-05-16T02:23:41Z;;;;;;;;true;true;realtime;realtime;true;false;
v1plxmz6;Defender (Atari 2600);Defender_Atari_2600;01/02/1981;2023-08-28T16:00:31Z;;o0644863;;;;;;true;true;realtime;realtime;true;false;
kdkmw3q1;Defender;defender;02/02/1981;2023-03-15T21:24:09Z;;vm9vn63k,wxeo8d6r,lq60ol64;;;;;;true;true;realtime;realtime;true;false;
j1nelle1;Gorf;gorf;03/02/1981;2021-01-12T20:05:51Z;;wxeo8d6r;pr184lqn;;;;;true;true;realtime;realtime;true;false;
4d7nz9l6;Jump Bug;jump_bug;07/02/1981;2021-10-27T17:29:53Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
yd4kr856;Fantasy;fantasy;10/02/1981;2021-07-10T14:24:23Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
369ro86l;Game & Watch: Helmet;cn-07;21/02/1981;2017-04-10T04:20:50Z;;gde3g9k1,3167d6q2,7g6m8erk,gz9qx60q,7g6mx89r,kz9wqn9p,7m6yvw6p,n5683oev,v06do394,gz9qkx90;;;;;;true;true;realtime;realtime;true;false;
v1pl7076;Shark Attack;Shark_Attack;02/03/1981;2024-08-31T17:00:19Z;;vm9vn63k;pr184lqn,o316x197;;;;;true;true;realtime;realtime;true;false;
o1yj3x41;Lock'n'Chase ;locknchase_;05/03/1981;2021-07-30T01:12:47Z;;vm9vn63k;;;;;;true;true;realtime;realtime;true;false;
v1pxq0z6;Asteroids Deluxe;asteroids_deluxe;01/04/1981;2022-08-26T16:10:13Z;53no817x;v06d394z,vm9vn63k,n5e17e27,wxeod9rn,mx6pwe3g,5negk9y7,nzelkr6q,n5e1g7e2,gz9q2390;;mr2rmnz0;;mznx2ler;q6dwzwnz;true;true;realtime;realtime;true;true;
9do8yvm1;Yars' Revenge;yarsrevenge;01/05/1981;2022-03-04T16:17:08Z;;7g6m8erk,n5e17e27,5negk9y7,n568oevp,o0644863,jm95zz9o,4p9z70er,nzelkr6q,o7e2mx6w,8gej2n93,mx6ppw63,5neg7key,7m6ylw9p,jm9577eo,4p9zjrer,nzelyv9q,o7e2xj9w,gde3qn6k;pr184lqn,e6lxy1dz;;;;;true;true;realtime;realtime;true;false;
